Date,Year,Aircraft,Crash location,Total fatalities,Primary Weather,Matched Keywords,Circumstances
2020-12-04,2020,Cessna 303 Crusader,Annecy-Meythet Haute-Savoie,0,Snow/Ice,snow,"The twin engine aircraft landed at Annecy-Meythet in poor weather conditions with snow falls. After touchdown, the aircraft was unable to stop within the remaining distance, overran, crossed a road, went through a wooded fence and came to rest. While both passengers aged 26 and 28 were slightly injured, the pilot aged 60 was seriously injured."
2020-12-09,2020,PZL-Mielec AN-2,Zolota Sloboda Ternopil Oblast,1,Rain,"rain, ice","Crashed in unknown circumstances near the village of Zolota Sloboda and came to rest upside down in an open field. Sole on board, the pilot was killed. It was reported that the flight was illegal, that the pilot did not have a valid licence and that the registration was cancelled from the Ukrainian register in 2019."
2020-12-13,2020,Eclipse EA500,Leadville Colorado,0,Snow/Ice,"snow, ice","The pilot reported that, while conducting a night landing on a runway contaminated with ice and patchy packed snow, the airplane overshot the touchdown zone. The pilot tried to fly the airplane onto the runway to avoid floating. The airplane touched down firm and the pilot applied moderate braking, but the airplane did not decelerate normally. The airplane went off the end of the runway and collided with several Runway End Identifier Lights (REILs) and a tree. The airplane sustained substantial damage to the left and right wings. The pilot reported that he did not feel modulation in the anti-lock braking system (ABS) and felt that might have contributed to the accident. An examination of fault codes from the airplane’s diagnostic storage unit indicated no ABS malfunctions or failures. An airport employee reported that he saw the airplane unusually high on the final approach and during the landing the airplane floated or stayed in ground effect before it touched down beyond the midpoint of the runway. The airplane’s long touchdown was captured by an airport surveillance video, which is included in the report docket."
2020-12-19,2020,Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class),Naples Florida,0,Rain,rain,"On December 19, 2020, about 1216 eastern standard time, a piper PA-46-310 airplane; N662TC, was substantially damaged when it was involved in an accident near Naples, Florida. The pilot and passenger sustained minor injuries. The airplane was operated as a Title 14 Code of Federal Regulations Part 91 personal flight. The flight originated at Sarasota / Bradenton international Airport (SRQ), Sarasota, Florida destined for Key West International Airport (EYW), Key West, Florida. According to the pilot, on the morning of the day of the accident, the pilot and his passenger went to SRQ. The pilot filed an instrument flight rules (IFR) flight plan for the flight to EYW, and had the airplane towed to the fixed base operator’s ramp, then conducted a preflight including draining both tanks to check for water. No water was visible, and both fuel tanks contained about 50 gallons each (100 gallons total). The fuel selector was on the right tank, and the engine started without any delay. The pilot then received his IFR clearance and took off at 1139. After takeoff the pilot was cleared by air traffic control to climb to 7,000 feet above mean sea level (msl) and the flight continued until it was near Southwest Florida International Airport (RSW), Fort Myers, Florida and then was cleared direct to EYW. Until this point, the engine was running smooth and was leaned to 50° lean of peak. About 1213, the pilot switched the fuel selector to the left fuel tank. Immediately after switching fuel tanks, the engine started to sputter and lost power. The pilot switched back to the right fuel tank but there was no change. He then tried different power settings, Set the mixture to full rich, and switched tanks again without result. The pilot then advised ATC that he was having an engine problem and needed to land at the nearest airport. ATC then had him contact the control tower at Naples municipal Airport (APF), Naples, Florida. APF tower then cleared him to land on runway 5 but, the pilot realized that he was already well below 5,000 feet msl, so he advised the tower that he could not make it to the airport and that he was heading for the beach and would land in the water. The pilot now focused on his attitude, the best glide, and airspeed and touched down on the water. The airplane came to a sudden stop and was floating. Apart from the propeller, he could see no visible damage. He then unlatched his seatbelt and opened the upper part of the airstair door and egressed. He then helped his passenger to egress and they both started swimming towards the beach. The airplane continued to float. The pilot saw a helicopter circling overhead, and then after 10 to 15 minutes of swimming they were picked up by a boat. They were later transported to the hospital. The airplane eventually sank and came to rest in 6 feet of water. It was later recovered, and cursory examination by a Federal Aviation Administration inspector, revealed that the propeller, wings, and aft fuselage, had been substantially damaged."
2020-12-20,2020,Hawker 800XP,Farmingdale-Republic New York,0,Snow/Ice,"ice, cloud, visibility, overcast","On December 20, 2020, about 2035 eastern standard time, a Beechcraft Hawker 800XP, N412JA, was substantially damaged when it was involved in an accident at Republic Airport (FRG), Farmingdale, New York. The captain sustained minor injuries and the first officer was seriously injured. The airplane was operated as a Title 14 Code of Federal Regulations (CFR) Part 91 business flight. The flight was operating on an instrument flight rules flight plan from Miami-Opa Locka Executive Airport (OPF), Opa Locka, Florida, to FRG. The captain was the pilot monitoring, and the first officer was the pilot flying. Both pilots stated that the flight to FRG was normal. As they approached FRG, air traffic control (ATC) vectored them onto the ILS RWY 14 approach. The weather included a ceiling of 200 ft overcast and 3/4-mile visibility, which was the weather minimum for the approach. The pilots briefed the approach, and the airplane was fully configured to land by the time they reached the final approach fix (FAF). Both pilots said that after passing the FAF, the FRG tower-controller reported that the visibility had deteriorated to 1/4-mile. The captain asked the first officer if he was “comfortable” continuing with the approach, and he said he was. The first officer said he was using the autopilot on the approach, the airplane was stabilized “on glideslope and on speed,” and he felt they could safely descend to minimums. The first officer reported that the captain made the standard altitude callouts, and when they reached 200 ft, the captain announced “minimums, lights.” The first officer then looked outside, saw the “lead-in” lights, announced “continuing,” and returned to flying the airplane via instruments. As the airplane descended to 100 ft, the captain said the runway was to the left. The first officer said he looked out and saw runway end identifier lights, the red terminating lights, and only the end of the runway. The weather was worse than he expected, and it was as if a “black cloud” was sitting at the end of the runway. The first officer said the conditions were not “good enough for him” and hit the takeoff/go-around (TOGA) switch. He did not verbally announce that he was going-around, but the captain said, “Go-Around.” The first officer responded by saying “Go Around” twice, called for flaps 15°, and added full power. The first officer said the airplane never established a positive rate of climb and impacted the ground. The captain said that as the airplane descended to 100 ft, it began drifting to the right. He told the first officer that he needed to make a correction; however, the correction was not sufficient to get the airplane realigned with the runway centerline and he called for a go-around. The captain said the airplane pitched up in response to the TOGA switch, and he heard both engines spool up as he retracted the flaps, but the airplane did not climb. The airplane then impacted the ground, veered right, and spun before coming to a stop. According to a Federal Aviation Administration (FAA) inspector, the airplane departed the runway environment about 2,000 ft down the runway, then traveled approximately 1,500 ft before coming to rest. The nose wheel and both main landing gear departed the aircraft and were found on the runway. There was no postimpact fire."
2021-01-08,2021,Cessna 303 Crusader,Bojacá Cundinamarca,1,Rain,rain,"En route from Girardot to Bogotá-Guaymaral Airport, the twin engine aircraft crashed in unknown circumstances in a wooded and hilly terrain near Bojacá. The pilot, sole on board, was killed."
2021-01-09,2021,Boeing 737-500,Jakarta-Soekarno-Hatta Banten,62,Snow/Ice,ice,"On 9 January 2021, a Boeing 737-500 aircraft, registration PK-CLC, was being operated by PT. Sriwijaya Air on a scheduled passenger flight from Soekarno-Hatta International Airport (WIII), Jakarta to Supadio International Airport (WIOO), Pontianak . The flight number was SJY182. According to the flight plan filed, the fuel endurance was 3 hours 50 minutes. At 0736 UTC (1436 LT) in daylight conditions, Flight SJY182 departed from Runway 25R of Jakarta. There were two pilots, four flight attendants, and 56 passengers onboard the aircraft. At 14:36:46 LT, the SJY182 pilot contacted the Terminal East (TE) controller and was instructed “SJY182 identified on departure, via SID (Standard Instrument Departure) unrestricted climb level 290”. The instruction was read back by the pilot. At 14:36:51 LT, the Flight Data Recorder (FDR) data recorded that the Autopilot (AP) system engaged at altitude of 1,980 feet. At 14:38:42 LT, the FDR data recorded that as the aircraft climbed past 8,150 feet, the thrust lever of the left engine started reducing, while the thrust lever position of the right engine remained. The FDR data also recorded the left engine N1 was decreasing whereas the right engine N1 remained. At 14:38:51 LT, the SJY182 pilot requested to the TE controller for a heading change to 075<U+F0B0> to avoid weather conditions and the TE controller approved the request. At 14:39:01 LT, the TE controller instructed SJY182 pilot to stop their climb at 11,000 feet to avoid conflict with another aircraft with the same destination that was departing from Runway 25L. The instruction was read back by the SJY182 pilot. At 14:39:47 LT, the FDR data recorded the aircraft’s altitude was about 10,600 feet with a heading of 046° and continuously decreasing (i.e., the aircraft was turning to the left). The thrust lever of the left engine continued decreasing. The thrust lever of the right engine remained. At 14:39:54 LT, the TE controller instructed SJY182 to climb to an altitude of 13,000 feet, and the instruction was read back by an SJY182 pilot at 14:39:59 LT. This was the last known recorded radio transmission by the flight. At 14:40:05 LT, the FDR data recorded the aircraft altitude was about 10,900 feet, which was the highest altitude recorded in the FDR before the aircraft started its descent. The AP system then disengaged at that point with a heading of 016°, the pitch angle was about 4.5° nose up, and the aircraft rolled to the left to more than 45°. The thrust lever position of the left engine continued decreasing while the right engine thrust lever remained. At 14:40:10 LT, the FDR data recorded the autothrottle (A/T) system disengaged and the pitch angle was more than 10° nose down. About 20 seconds later the FDR stopped recording. The last aircraft coordinate recorded was 5°57'56.21"" S 106°34'24.86"" E. At 14:40:37 LT, the TE controller called SJY182 to request for the aircraft heading but did not receive any response from the pilot. At 14:40:48 LT, the radar target of the aircraft disappeared from the TE controller radar screen. At 14:40:46 LT, the TE controller again called SJY182 but did not receive any response from the pilot. The TE controller then put a measurement vector on the last known position of SJY182 and advised the supervisor of the disappearance of SJY182. The supervisor then reported the occurrence to the operation manager. The TE controller repeatedly called SJY182 several times and also asked other aircraft that flew near the last known location of SJY182 to call the SJY182. The TE controller then activated the emergency frequency of 121.5 MHz and called SJY182 on that frequency. All efforts were unsuccessful to get any responses from the SJY182 pilot. About 1455 LT, the operation manager reported the occurrence to the Indonesian Search and Rescue Agency (Badan Nasional Pencarian dan Pertolongan/BNPP). At 1542 LT, the Air Traffic Services (ATS) provider declared the uncertainty phase (INCERFA) of the SJY182. The distress phase of SJY182 (DETRESFA) was subsequently declared at 1643 LT."
2021-01-09,2021,Cessna 560 Citation V,Dant Oregon,2,Rain,"rain, ice","On January 9, at 1336 Pacific standard time (PST), a Cessna 560, N3RB, was destroyed when it was involved in an accident near Warm Springs, Oregon. The pilot, who was the sole occupant, was fatally injured. The airplane was operated as a Title 14 Code of Federal Regulations Part 91 flight. The pilot had filed an instrument flight rules (IFR) flight plan to Boise Air Terminal/Gowen Field (BOI), Boise, Idaho. Security video footage from a local fixed base operator at the departure airport in Troutdale, Oregon, revealed that the pilot boarded the airplane and closed the cabin door at 1244. Preliminary FAA air traffic control audio data indicated that about 5 minutes later, he initiated radio contact with the Troutdale clearance controller, and requested to open his IFR clearance. The ground controller provided the clearance, the pilot read it back correctly, and about nine minutes later, the pilot stated that he was ready to taxi and that he had information Foxtrot. The controller stated that information Golf was current, and provided instructions to taxi to runway 07. The pilot replied, but only stated the altimeter setting, “3025”, and the ground controller asked him to respond with the full taxi instructions. The pilot responded, and about 1300 the airplane began to taxi to the runway hold short line. The airplane arrived at the hold short line about 1304, and the ground controller asked if the pilot was ready for departure, to which he replied, “just a minute”. About two minutes later, a partial transmission of the pilot’s voice could be heard, and the local controller asked twice if it was N3RB. The pilot stated that it was him, and the controller issued a takeoff clearance. The pilot responded, and by 1307 the airplane had taken off. Shortly after departure, the controller requested that the pilot contact Portland Approach/Departure controllers, and he responded in the affirmative. The pilot then contacted Portland Approach, and was provided instructions to ident and to climb and maintain 15,000 ft. The pilot responded with a partial response of, “up to 15”, following which the controller confirmed radar contact, and provided a heading change left to 310. The pilot did not respond, and airplane did not turn, and over the next minute, both the Portland Approach and Troutdale Tower controller made multiple attempts to contact the pilot. On the fifth attempt by the approach controller, the pilot responded and was provided the left heading. The airplane then began to turn left, and after one minute the controller issued a heading update to 180, and told the pilot to expect vectors for the TIMEE intersection after reaching 10,000 ft. The pilot did not respond until the controller issued the instruction a second time. About one minute later, the airplane had reached 10,000 ft and was on a southbound track. The controller then issued a clearance direct to the TIMEE intersection. The pilot responded, and the airplane began to turn left, however its heading was about 15° left of what was required to reach the TIMEE intersection. By 1315:30, the airplane had reached an altitude of 12,000 ft, and the controller asked the pilot to verify he was direct TIMEE. The pilot responded that he was, however, the airplanes track had not changed, and the airplane was now flying directly toward Mount Hood, about 27 miles east-southeast. After the airplane had reached an altitude of 13,000 ft, the controller issued a right turn to 130, and the pilot responded with the correct readback, however the airplane turned left. The controller asked of the pilot was flying direct TIMEE, to which he replied, “I was”. The controller explained that the pilot was in fact flying on a northeast track, and provided another right heading change to 130. The pilot responded, and the airplane began a right turn, eventually rolling out on a 130 track, following which the controller issued a frequency change to Seattle Center. The pilot responded with the correct frequency but about one minute later, he called back with a confirmation of the Seattle center frequency. By this time the airplane had reached an altitude of 14,000 ft, and after successfully making contact with Seattle Center, the Seattle controller immediately provided the pilot with a low altitude alert warning, stating that he was just above the minimum IFR altitude for that sector (by this time the airplane was flying just south of the peak of Mount Hood), and issued a clearance to FL 230. The pilot responded, and the airplane continued to climb. The controller then asked the pilot if he was having problems with his radio, to which responded, “no, I think it’s cleared up now, radio loud and clear”. The controller then issued the pilot with a clearance direct to BOI. About 13:23, having reached an altitude of 19,000 ft the pilot was provided a new frequency for Seattle Center. He responded with an incorrect frequency, and was corrected by the controller. The pilot then successfully made contact with the new controller, who issued a clearance to flight level 370. The pilot responded, and the airplane continued to track in the general direction of BOI while continuing to climb. At the 1327 the airplane had reached an altitude of 27,000 ft when it began to track to the right while continuing to climb. The controller alerted the pilot that he was about 30° right of course, but the pilot did not respond. The airplane continued to climb, until 1328:45, when it reached its highest altitude of 31,000 ft. The airplane began to descend, and remained for the next eight minutes in a spiraling and descending 1-mile radius right turn. The last ADS-B target was recorded at 1336:27, with the airplane on a northwest heading at an altitude of 3,800 ft. The airplane struck the ground in the Mutton Mountain Range, at an elevation of 3,600 ft. Review of photos of the accident site revealed a 1,500 ft long debris field on an approximate heading of 330° magnetic. The entire airplane sustained heavy fragmentation and thermal damage. The cockpit voice recorder was recovered, and sent to the NTSB Recorders Division for data extraction, and the wreckage was recovered to an off-site facility for further examination. The pilot held a private pilot certificate, and although he held type ratings for the Grumman G-111 Albatross and Learjet, FAA records did not indicate that he held a type rating for the Citation 560. He had taken Citation 560 training toward the end of 2020 at a training facility in Arizona, however the owner of the facility stated that the pilot had not performed to a level sufficient to be issued a type rating or single pilot exemption. Review of historical flight data, and statements provided by acquaintances of the pilot, indicate that this was likely the first time he had flown the airplane on his own."
2021-02-02,2021,Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class),Worcester Massachusetts,0,Snow/Ice,"ice, icing, cloud","On February 2, 2021, about 1645 eastern daylight time, a Piper PA-46-350P, N221ST, was substantially damaged when it was involved in an accident near Leicester, Massachusetts. The commercial pilot and two passengers received minor injuries. The airplane was operated as a Title 14 Code of Federal Regulations Part 91 personal flight. The pilot reported that the airplane was on approach to runway 11 at Worcester Regional Airport (ORH), Worcester, Massachusetts. During that time, “a little ice” began to build up on the wings and he activated the deicing system (boots) twice upon entering clouds. The elevator then began to shake and become ineffective. In an effort to avoid a stall, the pilot applied forward yoke control and the airplane contacted a tree and came to rest upright in the front yard of a residence about 3 miles from the runway 11 threshold."
2021-02-13,2021,Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class),Tehachapi California,1,Rain,"rain, ice, visibility, wind","On February 13, 2021, about 1627 Pacific standard time, a Piper PA46R-350T airplane, N40TS, was destroyed when it was involved in an accident near Tehachapi, California. The pilot was fatally injured. The airplane was operated by the pilot as a Title 14 Code of Federal Regulations Part 91 personal flight. Preliminary flight track data revealed the airplane departed from Camarillo Airport (CMA), Camarillo, California, earlier that afternoon and traveled northeast climbing to about 10,000 ft mean sea level (msl). About 20 minutes into the flight, the airplane’s ground speed decreases followed by the airplane’s altitude decreasing to about 8,000 ft msl. The flight continued for about 12 minutes before dropping off radar. The final portion of the track showed the airplane in a steep descending left spiral. Weather in the area of the accident site was reported as marginal visual flight rules (mvfr) due to low ceilings and visibility in light rain and mist with winds reported at 40 knots. The National Weather Service had advisories current for turbulence over the region and included G-AIRMET Tango and a Center Weather Advisory (CSA) which bordered the area for severe turbulence below 15,000 ft. Concerned family members contacted the Federal Aviation Administration the following day and an Alert Notice (ALNOT) was issued for the missing airplane. The airplane was found on the morning of February 15th, in rugged steep terrain. According to a family member, the pilot had flown this regular flight to Mammoth Yosemite Airport (MMH), Mammoth Lakes, California, where he had a home in the area. The family member also stated that the pilot had flown his helicopter for about an hour with his flight instructor before departing on the accident flight. A postaccident examination of the accident site revealed that the airplane impacted a steep north facing slop. The airplane was found in several sections and postcrash fire damage was concentrated to the cabin section and inboard wings. All of the airplane’s flight controls were found at the accident site."
2021-02-26,2021,PZL-Mielec AN-2,Boralday Almaty Province,0,Rain,rain,"The single engine aircraft departed Boralday Airport in the suburb of Almaty on an ambulance flight to Kegen with five people on board. Shortly after takeoff, while climbing, the engine suffered a loss of power. The crew attempted an emergency landing when the aircraft lost height and crashed in hilly terrain. All five occupants escaped uninjured while the aircraft was damaged beyond repair. Operator reported as Asia Continental Airlines."
2021-03-01,2021,Beechcraft 350 Super King Air,Ganzhou Jiangxi,5,Fog/Cloud,cloud,"The twin engine aircraft departed Ganzhou Airport at 1440LT on a cloud seeding mission over the Jiangxi Region. While flying in clouds, the aircraft entered an uncontrolled descent, entered a spin and eventually crashed in a residential area. All five occupants were killed and one people on the ground was slightly injured."
2021-03-07,2021,Embraer EMB-120 Brasília,Detroit-Willow Run (Ypsilanti) Michigan,0,Snow/Ice,ice,"The twin engine airplane departed Detroit-Willow Run (Ypsilanti) Airport at 2337LT on March 6 on a cargo service to Akron-Canton Airport, carrying two pilots and a load of various goods. After takeoff, the crew encountered technical problems and declared an emergency. He completed two low passes in front of the tower, apparently due to gear problems. Eventually, the aircraft belly landed at 0008LT and came to rest on runway 05R. Both pilots evacuated safely and the aircraft was damaged beyond repair."
2021-03-11,2021,Cessna 421B Golden Eagle II,Franklin-Macon County North Carolina,0,Snow/Ice,ice,"On March 11, 2021, about 1953 eastern daylight time, a Cessna 421B, N80056, was substantially damaged when it was involved in an accident at the Macon County Airport (1A5), Franklin, North Carolina. The pilot and two passengers were not injured. The airplane was operated as a Title 14 Code of Federal Regulations Part 91 personal flight. According to the pilot, this was a planned local flight. The pilot stated that it was a normal start, taxi, and run-up before takeoff. He initiated the takeoff roll and called out speeds in 10 knot (kts) increments looking for a rotation speed of 100 kts. He said the airspeed reached 90 kts and the aircraft acceleration “lagged” while only reaching a maximum airspeed of around 92 kts. He noticed that the runway length was decreasing and elected to abort the takeoff with the remaining runway. He pulled both throttles to idle and initiated maximum braking. Examination of the runway by a Federal Aviation Administrator inspector, revealed tire skid marks beginning around 1,200 ft from the runway end and continued off into the grass. The airplane continued down a slope, and through a fence before coming to rest. All of the occupants exited the airplane safely and a post-crash fire ensued. The airplane sustained fire and structural damage to the fuselage."
2021-03-13,2021,Antonov AN-26,Almaty Almaty Province,4,Rain,"drizzle, freezing, visibility","Following an uneventful flight from Nursultan Nazarbayev Airport on behalf of the National Security Committee of the Republic of Kazakhstan, the crew was approaching Almaty Airport runway 23R in marginal weather conditions with a ceiling at 300 feet and a visibility limited to 5 km in freezing drizzle. On short final, the aircraft struck the ground and crashed 600 metres short of runway, bursting into flames. Two crew members were rescued while four others were killed. Those killed were: Major Gabit Esimdaevich Barlykbayev, Captain Doszhan Galymbekovich Baimuratov, 1st Lt Mukhtar Hadzhimukanovich Sagimbayev, Sgt Vasilkov Evgeny Borisovich."
2021-03-20,2021,Boeing 737-400,Jakarta-Halim Perdanakusuma City District of Jakarta,0,Snow/Ice,"ice, wind","On 20 March 2021, a Boeing 737-400F, registered PK-YSF, was being operated by Trigana Air Service on a non-schedule cargo flight from Halim Perdanakusuma International Airport (WIHH), Jakarta, Indonesia with intended destination of Sultan Hasanuddin International Airport (WAAA), South Sulawesi, Indonesia. On board in this flight was two pilots, one engineer and one Flight Operation Officer (FOO). According to the weight and balance sheet, the flight carried 16,672 kgs of general cargo, takeoff fuel of 11,100 kg and the takeoff weight was 60,695 kg (133,835 lbs). The Pilot in Command (PIC) acted as Pilot Flying (PF) and the Second in Command (SIC) acted as Pilot Monitoring (PM). At 0328 UTC (1028 LT), the PM requested clearance to Halim Tower controller (the controller) to pushback and start the engines. At 1031 LT, the PM requested to the controller for taxi clearance. There was no report of aircraft system abnormality prior to the aircraft departure. At 1047 LT, the controller issued clearance to the PK-YSF pilot to enter and to backtrack Runway 24. At 1051 LT, the PM reported ready for departure to the controller. The controller issued takeoff clearance with additional departure clearance that after takeoff, turn left to heading 180° and initially climb to altitude of 3,000 feet. The PM acknowledged the clearance. The takeoff was conducted with reduced takeoff thrust by assumed temperature of 40°C and the aircraft became airborne at 10:52:57 LT. At 1055 LT, the controller advised the pilot to report when established on heading 180°. The PM reported that they were experiencing right engine failure and requested to fly to AL NDB . The controller advised the PM to turn left heading 060° and to climb to 2,500 feet. Furthermore, the controller asked the pilot intention whether to hold over AL NDB or direct for landing approach. The PM replied that they would hold over AL NDB and added the information that no fire was detected. The controller issued clearance to fly to AL NDB at altitude of 2,500 feet. The controller assumed that PK-YSF would return to Halim and advised the Airport Rescue and Fire-Fighting (ARFF) personnel that PK-YSF experienced right engine failure and would return to Halim. At 1058 LT, the controller requested the information of time required for holding over AL NDB and was replied by the PM that holding would require about 15 minutes. Furthermore, the controller requested whether the pilot able to hold at a point about 15 to 20 Nm from AL NDB and was replied by the PM that they did not objection to the proposal. The controller instructed the pilot to maintain outbound heading up to 15 Nm, at altitude of 2,500 feet. This was intended by the controller to manage the departure and arrival aircraft to and from Halim. At 1116 LT, the PM reported that they were ready to turn left for approach. The controller advised the pilot to turn left and to intercept localizer of the Instrument Landing System (ILS) Runway 24. At 1125 LT, the PM reported to the controller that the Runway was in sight. The controller advised that the wind was from 060° at velocity of 6 knots, QNH 1,007 mbs and issued landing clearance. The aircraft touched down on the touchdown zone and shortly after, both wheels of the right main landing gear detached. The controller noticed spark appeared from the aircraft and pressed the crash bell. At 1127 LT, the controller informed pilots of the other aircraft that the runway blocked by the landing aircraft and identified fire on one of the engines. Few seconds later, the PM called the controller whether any fire and was replied by the controller that fire was visible on the left side of the aircraft."
2021-04-18,2021,Learjet 25,Toluca México,0,Snow/Ice,ice,"Following an uneventful flight from Cancún, the crew encountered technical problems with the undercarriage while on approach to Toluca-Licenciado Adolfo López Mateos. Decision was taken to complete a belly landing on runway 15/33. The airplane slid for few dozen metres before coming to rest, bursting into flames. All 9 occupants evacuated safely and the aircraft was damaged beyond repair."
2021-04-19,2021,Cessna 340,Tatum Texas,1,Rain,"rain, wind","On April 19, 2021, about 1346 central daylight time, a Cessna 340A airplane, N801EC, was destroyed when it was involved in an accident near Tatum, Texas. The pilot was fatally injured. The airplane was operated as a Title 14 Code of Federal Regulations Part 91 flight test. According to information provided by a Fixed Base Operator (FBO) at the East Texas Regional Airport (GGG), the intention of the flight was to do a functional test of a newly upgraded autopilot system. Automatic Dependent Surveillance – Broadcast (ADS-B) data showed that the airplane took off from runway 13 at GGG about 1340. According to preliminary Air Traffic Control (ATC) information provided by the Federal Aviation Administration (FAA), the controller cleared the pilot to operate under Visual Flight Rules (VFR) to the east of the airport and to remain in class C airspace. Communications between ground control, tower control, and the pilot were normal during the ground taxi, takeoff, and climb-out. Six minutes after takeoff, radio and radar communications were lost and controllers initiated ALNOT procedures. There were no radio distress calls heard from the pilot. After takeoff, ADS-B data showed the airplane in a steady climb to the east of GGG. The airplane climbed to an altitude of 2,750 ft mean sea level (msl) and then descended to 2,675 ft msl. There were no other data points recorded. The accident site was located directly east, about ¾ mile from the last recorded data point. Groundspeeds and headings were consistent throughout the climb, with no abrupt deviations. There were no eyewitnesses to the accident; however, a local resident located about 1 mile from the accident site reported that he was inside his residence when he heard and felt a “boom” that shook the windows. He immediately saw black smoke rise, found the wreckage, and called 911. The accident site was located at an elevation of 361 ft msl. The airplane impacted the vegetated terrain in a nose-down, vertical flight attitude. The fuselage and cabin were embedded into the ground and were mostly consumed from a post-impact fire. The empennage was folded forward over the cabin area. Both left and right wings showed leading edge crushing along their respective spans. Portions of both wings were fire damaged. Both left and right engine nacelles were separated from the wings and the engine and propeller assemblies were embedded in 3-foot-deep craters."
2021-04-23,2021,Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class),Waltreak Arkansas,2,Rain,rain,"On April 23, 2021, about 1701 central daylight time, a Piper PA-46-310P airplane, N461DK, was destroyed when it was involved in an accident near Danville, Arkansas. The pilot and three passengers sustained fatal injuries. The airplane was operated as a Title 14 Code of Federal Regulations (CFR) Part 91 personal flight. The airplane had departed the Muskogee-Davis Regional Airport (MKO), Muskogee, Oklahoma, about 1622 destined for Williston Municipal Airport (X60), Williston, Florida on an instrument flight rules flight plan. On the flight plan, the pilot indicated a planned cruise altitude of FL230. According to archived air traffic control (ATC) information, about 10 minutes after departure, ATC advised the accident pilot about moderate precipitation along the route of flight. About 1658, after reaching 20,200 ft, the airplane began to descend on a southeast heading. No further radio communications were received from the pilot. About 2 minutes after the descent began, the airplane initiated a right descending turn to the northeast and continued on that heading for about 30 seconds. The flight path then became erratic before the data ended. A search was immediately initiated, but due to the terrain, the airplane was not located until the next morning. The airplane was found in an area of densely forested terrain at an elevation of about 930 ft above mean sea level on a heading of about 010°. During the on-scene portion of the investigation, it was determined that the right wing, right aileron, right horizontal stabilizer, and right elevator had separated in flight and was not located within the vicinity of the main wreckage. Although an aerial search commenced, to date, these components have not been located. The airplane was equipped a Continental Motors TSIO-550 series engines. Detailed wreckage and engine examinations are pending."
2021-05-04,2021,Mitsubishi MU-2 Marquise,Hattiesburg-Bobby L. Chain Mississippi,4,Rain,"rain, ice","On May 4, 2021, about 2305 central daylight time, a Mitsubishi MU-2B-60 airplane, N322TA, was destroyed when it was involved in an accident near Hattiesburg, Mississippi. The pilot and two passengers were fatally injured. The airplane collided with a private residence; one occupant was fatally injured, and two other occupants sustained minor injuries. The airplane was operated under the provisions of Title 14 Code of Federal Regulations Part 91 as a personal flight. According to Automatic Dependent Surveillance-Broadcast (ADS-B) data provided by the Federal Aviation Administration (FAA), the flight departed Wichita Falls Municipal Airport (SPS), Wichita Falls, Texas, about 2057 and was en route to the Bobby L Chain Municipal Airport (HBG), Hattiesburg, Mississippi. The pilot had filed and activated an instrument flight rules (IFR) flight plan. The pilot requested and received clearance to fly the RNAV 13 approach to HBG. The airplane flew to the initial approach fix, performed the procedure turn, and flew a portion of the final approach course. The last ADS-B point was recorded at 2300 about 1.6 miles northwest from the accident site, at an altitude of 1,475 ft mean sea level (msl). An Alert Notification (ALNOT) was issued by air traffic control when the pilot did not provide a cancellation radio call as required after the instrument approach to a non-towered airport. At 2320, law enforcement received a 911 call reporting the accident. There were no radio distress calls recorded from the pilot. The airplane impacted the front section of an occupied residence about 2.2 miles from the approach end of runway 13. A post impact fire ensued and consumed a majority of the airplane and the residential structure. Cockpit instrumentation was mostly consumed by the post-impact fire. The flaps were found at 20° down, and landing gear was extended at the time of impact. According to FAA records, the pilot held a private pilot certificate with ratings for airplane single engine land, multiengine land, and instrument airplane. Documents provided by his MU-2 training facility revealed the pilot completed a flight review in the accident airplane on November 13, 2020, and completed Advisory Circular 91-89 approved MU-2 recurrent training on November 14, 2020. The pilot had purchased the airplane in February 2012. An associate of the pilot reported that the pilot owned a MU-2F model before he acquired the B model. On June 24, 2020, the pilot was issued a second-class medical certificate. On the medical certificate application, the pilot reported having accrued 7,834 total hours. The airplane was not equipped, and was not required to be equipped, with any type of crashresistant recorder device."
